Sentence,Error Type,Corrected Sentence
அவர்கள் பந்து செல்வேன்.,No Error,அவர்கள் பந்து செல்வேன்.
பார்வதி பழத்தை சாப்பிடுகிறான்.,No Error,பார்வதி பழத்தை சாப்பிடுகிறான்.
நான் பள்ளிக்கு படிக்கிறான்.,No Error,நான் பள்ளிக்கு படிக்கிறான்.
பார்வதி பந்து படிக்கிறான்.,No Error,பார்வதி பந்து படிக்கிறான்.
நான் பழத்தை படிக்கிறாள்.,No Error,நான் பழத்தை படிக்கிறாள்.
அவள் வீட்டில் செல்வேன்.,No Error,அவள் வீட்டில் செல்வேன்.
நான் பள்ளிக்கு விளையாடுகிறோம்.,No Error,நான் பள்ளிக்கு விளையாடுகிறோம்.
அவன் வீட்டில் சாப்பிடுகிறான்.,No Error,அவன் வீட்டில் சாப்பிடுகிறான்.
அவர்கள் பள்ளிக்கு படிக்கிறாள்.,No Error,அவர்கள் பள்ளிக்கு படிக்கிறாள்.
அவர்கள் பாடத்தை படிக்கிறான்.,No Error,அவர்கள் பாடத்தை படிக்கிறான்.
